chromosome	start	end	entrezid
15	90152020	90198682	374654
X	118108581	118152318	79836
11	93474757	93497915	28970
1	156669398	156675608	1382
20	43374421	43379675	60598
14	75179847	75203394	51077
3	108268716	108308491	57650
2	144695635	145090135	79712
20	43380449	43438979	140730
7	31726329	31748069	10842
12	54026510	54071192	517
8	82644669	82671750	92421
19	17445729	17453544	84705
15	90207596	90222658	5346
3	49044495	49053386	11180
1	156691683	156698591	81875
19	5623046	5668489	6294
17	7338762	7340998	284114
20	43514317	43537173	7529
1	114471814	114520426	204851
8	82711816	82755101	64089
17	7341592	7348256	2256
3	128598439	128634910	28976
10	101462315	101515891	51076
15	90220995	90234014	8800
4	104026963	104119566	1062
7	31790793	32338941	5137
HSCHR6_MHC_COX	29898587	29903209	3105
12	25173936	25261268	4033
7	72716514	72722864	55695
7	103766788	103848495	5001
16	22825498	22927659	9956
4	71768043	71888166	92597
16	66995140	67009051	23491
15	90234028	90286869	56964
14	105952654	105955284	1396
1	156698234	156706752	51093
16	23072727	23160591	57478
12	48866448	48866843	23519
X	118212598	118284542	57481
7	133812052	133949343	136332
5	64444563	64777747	11174
16	23194036	23228204	6340
8	134467091	134584183	6482
1	114522063	114524876	56944
17	7348380	7361026	1140
14	105953536	105958604	1396
8	85095022	85834079	138046
12	6647541	6665239	25900
3	38537618	38583652	9941
16	67022492	67043661	283848
20	43538703	43587676	80336
12	48876286	48890295	121273
X	118370216	118378429	10857
16	23289552	23392620	6338
10	101471601	101491857	1355
1	156707095	156711382	79590
19	17462257	17488159	83483
1	114631913	114696541	148281
4	71858255	71896631	1633
14	75230069	75322244	56252
6	31496494	31498009	401250
15	90291892	90294541	55897
19	5674958	5691887	25873
19	17513748	17516457	684
15	90303822	90321982	145873
7	72726535	72742085	135892
14	24805227	24809251	11035
X	118533023	118588441	203427
15	90328120	90358633	290
14	93170152	93215047	5641
16	23399814	23464501	91949
12	54104903	54121529	57658
17	78075355	78093678	2548
19	17516531	17544533	93343
20	43570771	43589127	10953
8	135490031	135725292	57623
19	5678432	5680907	125988
12	48901137	48923680	341568
12	48961467	48963849	3906
1	156711899	156736717	3068
3	193853934	193856521	3280
3	49052921	49059726	55152
8	86019382	86058311	85444
1	114935399	115053781	51592
16	67063019	67134961	865
20	43595115	43708600	6789
7	133974084	134001803	84912
X	118602363	118605282	292
16	67143861	67182442	80262
7	72742167	72772634	8468
1	115110178	115124260	10286
7	72848109	72850450	8326
15	90373831	90437574	10239
19	5680615	5688533	374875
1	156720402	156770607	5546
19	17566234	17571763	115861
12	49047184	49076021	54934
X	153041867	153051187	26576
7	72854728	72936608	9031
20	43720951	43729753	3787
20	43738093	43743813	149708
1	19401000	19536770	23352
19	17579578	17616977	376497
14	105956192	105965912	283643
1	115125469	115213043	163259
20	43752066	43753106	128488
16	67182008	67185117	84752
15	90443159	90456188	348110
4	104507188	104640973	6870
20	43803517	43805185	5266
16	67188083	67194201	8717
16	23474863	23533316	23062
4	105389469	105416058	80319
6	31497996	31510225	692199
6	31497996	31510225	7919
20	43835638	43838413	6406
4	72053003	72437804	8671
12	105567074	105630016	55198
16	67193834	67198473	55336
3	108308529	108413693	9666
15	90544624	90625438	374655
3	128628709	128721533	57501
20	43849941	43853099	6407
19	17622438	17632097	25796
1	115215719	115238239	270
1	156776035	156786654	9047
16	23533335	23569052	124454
7	134127102	134144036	231
17	7362685	7387582	57659
17	7384721	7386383	643664
1	115247090	115259515	4893
X	118672112	118699397	63932
15	90626277	90645736	3418
4	106067032	106200973	54790
16	23568392	23585710	56061
3	57994127	58157982	2317
12	6666029	6677857	4839
17	7387685	7417933	5430
X	118708501	118718381	7319
3	128720472	128759585	79825
10	101542489	101611949	1244
3	128779610	128781249	2815
16	67197288	67203848	3299
20	43880880	43883205	6590
3	194060494	194072057	1370
7	103969104	104549001	375612
3	128806412	128841644	339122
11	93517393	93547861	9440
17	18086392	18113268	54890
3	194075976	194090472	131578
11	93551398	93583697	387804
8	86089460	86129387	1875
17	18128901	18148189	3996
7	72950686	72972332	9275
20	43922085	43937169	8785
11	93754527	93846917	341208
3	194115550	194119995	2814
19	5691845	5720583	9361
14	56584532	56768244	57161
11	93862094	93915138	24145
7	97613996	97620481	4951
X	153051221	153059978	3421
20	43935491	43945803	11317
11	94038759	94040887	390243
17	2287354	2304412	4335
3	128846258	128880136	57461
11	94110477	94134585	10888
20	43953928	43977064	6385
7	97736197	97838945	22853
14	105992940	105996539	80757
12	54332535	54340328	3229
16	23592323	23607677	4706
20	43990577	44005438	90196
7	134212344	134226160	57016
2	145141648	145282147	9839
14	56955072	57117324	54916
17	2308856	2415185	284009
17	2308856	2415185	79066
12	54348618	54352740	3228
7	104654626	104754808	55904
3	194123401	194219093	79572
1	115259534	115301297	7812
12	54366910	54371427	3227
1	156785432	156851642	4914
16	23614488	23652631	79728
7	97840739	97842291	168620
19	17634110	17664648	199786
12	54378849	54384063	3226
11	94152895	94227074	4361
7	134233888	134264627	441282
16	23652713	23681195	84516
3	49057892	49060928	25915
15	90703836	90772911	10509
14	24834879	24848810	4776
7	97843936	97881563	25851
19	5720688	5778745	257062
11	94226795	94232749	54851
19	17666403	17693971	79709
12	49082247	49110681	904
7	72983262	72993121	26608
20	43991840	44039250	90196
16	23688977	23701688	5347
5	64813593	64858998	64105
1	115312100	115323306	80143
20	44002526	44036529	27296
14	75319736	75330537	283571
14	93260576	93306308	9950
1	156809855	156828810	3645
16	67204057	67209643	8996
11	94277006	94354587	143689
17	41363854	41372061	113277
19	5782971	5784776	163154
4	106290234	106395238	27068
3	49061758	49066841	3615
20	44034697	44039250	55861
11	94277017	94283063	2526
17	7452208	7464925	407977
17	7452208	7464925	8742
17	78109013	78120982	9775
16	67209505	67217943	653319
17	18148150	18162230	2314
15	90773207	90777279	10519
19	5784843	5791249	56931
11	94439597	94609918	154810
3	49067140	49131796	54870
7	32524951	32534895	23658
1	115397424	115537991	6847
12	49159975	49182820	112
12	25261354	25348096	55259
1	156863490	156886226	375033
8	136469700	136668965	10656
3	108462271	108476231	84666
16	23701647	23724821	10595
3	108541545	108573852	50852
20	44044717	44054884	51604
1	19542158	19578046	23065
17	78143791	78183130	79092
12	54384408	54424607	3223
1	115572415	115576941	7252
16	23765948	23770272	63928
14	93389425	93401638	1113
19	5823813	5828335	4902
8	139142266	139509065	51059
2	53759810	54087170	51130
1	115590632	115632121	10100
3	128888327	128902765	7555
17	2496504	2588909	5048
19	17712137	17799401	23025
11	94706845	94732682	55693
15	90777040	90785315	390637
11	94758422	94760760	390245
1	115828539	115880857	4803
11	94800361	94802388	10929
7	73007524	73038873	51085
11	94822974	94865809	23052
16	23847322	24231932	5579
15	90792762	90808199	440307
7	134331560	134364565	669
X	153058971	153063960	6748
15	90808891	90816463	51335
11	94898704	94965705	143686
5	64859063	64883376	23398
1	116184574	116240845	81839
1	156890442	156902886	149499
15	90895477	90909324	342132
12	54388679	54397121	3225
16	67218269	67224107	283849
14	75348594	75370448	1743
19	5830621	5839742	2528
14	57267425	57277197	5015
X	153067621	153096020	57595
3	108626639	108672742	9626
1	116242628	116311402	845
11	95502106	95523573	143684
17	7452416	7464918	407977
10	14861249	14880574	441549
19	5842899	5851485	2525
16	67226072	67232821	1874
15	90931450	91045475	8826
7	97881691	97937162	25798
1	116378998	116386538	4808
19	5865837	5903798	2527
17	41476327	41478505	379
1	19578033	19586622	51154
16	24266874	24374122	10368
17	7461609	7464925	8741
10	101635334	101769676	23268
1	116519119	116612675	55356
8	139600478	139926249	169044
1	116654376	116677861	126868
19	17830051	17845325	55201
10	14880163	14913740	51182
20	44098346	44110172	10406
7	134429003	134655479	800
11	95523129	95565857	9702
20	44141101	44144264	10816
20	44162835	44168134	140870
2	148602086	148688393	92
17	2592680	2615957	23277
12	6679249	6716642	1108
12	49207577	49222724	784
20	44165625	44176391	57119
16	24549014	24584184	5930
1	19609052	19615744	22977
1	116915290	116952883	476
16	67233014	67237932	79767
12	54402832	54407570	3224
7	97920963	98030380	55971
1	19630459	19638640	8574
12	54410715	54449813	3221
19	5891287	5904017	126328
12	54426637	54429142	3222
3	108677086	108836989	27136
19	5904869	5910864	400673
12	54447661	54449814	3221
19	5911718	5915888	828
3	38589548	38691164	6331
1	156904632	157015162	9826
1	117057157	117113661	965
2	148687968	148779147	5000
14	75370657	75390099	83694
12	54558529	54582778	23583
11	95566046	95658479	8898
14	93403259	93582665	3705
17	41561233	41621831	1659
X	153126969	153174677	3897
3	49133365	49142553	5859
7	98246609	98259180	4885
1	117117031	117210375	3321
10	101801950	101841634	1369
3	128968449	128996614	22820
17	7465192	7475287	26168
12	25348150	25362579	144363
1	19638820	19655794	54896
7	32535038	33078516	23080
3	109012635	109035364	151871
1	117297007	117311850	914
1	157061836	157069600	440695
7	98444111	98468394	222865
3	109044988	109056419	55211
19	5916150	5978153	8498
7	32907784	32933743	25948
17	78180515	78194722	6448
4	106473777	106629250	54848
1	117452679	117532980	5738
12	54624724	54673886	23468
12	25357723	25403870	3845
1	157090983	157108266	2117
1	19665267	19812066	832
14	57670518	57735726	10640
7	104751151	105039755	6733
7	32997017	33046543	11328
12	25562241	25801513	160492
1	117544382	117579167	9398
11	95709762	96076344	84441
7	73082155	73086442	155382
14	93648541	93651273	64112
5	64885507	64921802	373
14	93651296	93653434	26175
11	96085933	96123087	79780
14	75408537	75422487	5228
14	57735627	57756797	55745
7	73095299	73097783	84277
11	96123153	96240738	8690
6	31512239	31516204	534
1	117602925	117650075	8458
7	33053742	33102409	51251
16	24741016	24838953	27327
19	17858527	17899377	23149
4	106603784	106817143	57117
10	101909851	101948091	10613
3	194308402	194354418	93109
11	98891683	100229616	53942
7	73097355	73119491	114049
6	31514647	31526606	4795
3	38738293	38835501	6336
1	117653682	117665209	80263
4	106629935	106768885	79807
1	19923477	19956314	440574
10	101948055	101989376	1147
8	140613081	140715299	51305
1	19923473	19984549	4681
1	157483167	157522310	83416
14	57857262	57882635	122830
16	67241042	67260951	26231
1	117686209	117753556	79679
12	6728001	6745613	57121
7	98475556	98610866	8295
17	7476024	7482323	652966
17	7476024	7482323	652965
17	7476024	7482323	26781
17	7476024	7482323	1973
16	67261006	67263181	29100
11	100558384	100862668	143872
16	24857162	24922949	115584
14	57936019	57960585	55195
3	38887260	38992052	11280
1	117910071	118071494	10905
8	140742586	141468678	83696
16	67263290	67281561	29109
12	105629068	105789875	387882
1	19967048	19984945	4681
5	64920543	64962060	80006
1	118148556	118170994	54855
7	33134409	33149013	6100
12	6747241	6756626	84519
1	19991780	20006055	3362
11	100862811	100864663	83935
14	24867992	24888494	57523
2	53897430	54087297	51130
1	118406107	118472253	54834
16	67271586	67306093	6553
1	20008706	20126438	255104
14	58030640	58448912	341880
17	2680350	2941033	23108
19	5993175	6199583	5990
1	157543539	157567870	83417
12	106457118	106533811	9891
6	31539831	31542101	4049
12	49223547	49246625	9416
2	53994929	54002333	494143
4	106815932	106925184	255743
1	118472343	118509165	10885
14	93669239	93673439	84520
11	100900355	101001255	5241
3	58177984	58200424	1776
1	20140523	20141771	54546
12	6759446	6772314	51147
1	20209006	20239438	23252
14	93673401	93695561	55148
3	58223233	58281420	57406
16	67311413	67323402	25894
X	153167985	153172620	554
7	33168856	33645680	27241
16	24930706	25026987	55114
17	78193498	78227299	284129
8	141521397	141527236	54108
11	101322295	101743293	7225
3	110788918	110994410	25945
12	26111962	26232825	11228
1	118496484	118727846	200162
2	54014181	54045956	27248
1	20246502	20250110	30814
14	75469614	75476292	8892
1	20301925	20306932	5320
19	17905637	17923891	10331
14	24895738	24900160	643866
7	105080108	105162714	54517
19	17927321	17932383	3640
1	20354672	20417683	5322
6	31543344	31546113	7124
3	58291974	58310422	11102
1	20438432	20446050	26279
14	24898492	24910540	23351
11	101761405	101787253	253935
1	20465819	20476879	64600
1	20487746	20503917	391013
19	17935589	17958880	3718
3	111011566	111384597	10225
1	119425669	119532179	6913
2	148778580	149275805	55777
X	153172821	153200452	393
11	101785746	101871789	57562
12	49250928	49259681	27289
1	119573839	119683294	10352
1	20512578	20522541	127733
3	39093489	39138155	57599
1	157644111	157670647	115352
19	17970685	17974962	26780
19	17970685	17974962	6142
10	101992055	102027437	55280
14	93703896	93799438	55727
1	119911402	119936753	51179
16	67323331	67360666	146212
6	31548302	31550299	4050
1	20617412	20681387	127731
3	49145479	49158371	10869
1	119957554	119965658	3284
7	105172532	105208124	60561
19	17982782	18005983	6528
17	41605212	41656988	2118
14	75480467	75518235	27030
14	24908972	24912111	56948
19	18043825	18054800	115098
11	101918174	101955291	85016
19	18062102	18110889	3780
12	49297893	49325623	85478
1	120049821	120057681	3283
12	26272959	26278060	79365
1	20808884	20812713	55450
14	24974559	24977471	1215
1	20825943	20834654	79594
17	2995352	2996290	4991
17	3029878	3030875	8390
6	31553901	31556686	7940
1	20878932	20881512	163933
14	25042728	25045466	1511
17	3100813	3101742	26189
1	120162045	120190396	90874
19	6135258	6193112	81616
1	20915441	20945401	978
12	49315301	49320257	51303
17	3118915	3119844	8383
14	58466453	58764857	145407
12	26274924	26452223	8082
17	3181193	3182268	4995
7	33944523	34195484	168667
16	67360701	67419106	55282
17	3194929	3195876	4994
17	3300398	3301704	8387
19	6212966	6279959	4298
17	3323862	3324827	8392
1	120202421	120286838	26227
17	3336164	3337135	8388
19	6306153	6333640	125981
14	25075686	25078905	2999
7	73113536	73134002	6804
11	101981192	102104154	10413
10	14920819	14946314	79723
19	6361463	6368919	8192
2	149402009	149545130	26122
19	6372444	6375042	84266
19	6375159	6379069	5623
19	18111941	18124911	27106
1	157715523	157746922	79368
1	20959948	20978004	65018
17	3343313	3417146	84690
10	102033713	102046469	282991
1	120290619	120311528	3158
19	6379580	6393992	2962
12	106631655	106698057	10970
1	20978270	20988000	1650
3	39138150	39149854	64689
14	58666798	58701750	55860
5	64961755	65018862	54557
19	18169805	18209754	3594
14	93799565	94174222	57578
11	102188215	102210134	330
1	120336641	120354283	83998
16	25123050	25189552	51451
16	67423712	67427438	51673
1	120436156	120439118	11085
14	25100160	25103473	3002
3	111311747	111314290	79413
1	20990507	21044510	57576
19	18208603	18262502	23031
3	111393523	111565294	257068
12	106695707	106740793	255394
7	73150424	73153197	83451
16	67428322	67450736	29800
1	120454176	120612240	4853
19	6413359	6424805	8570
11	102217942	102249401	329
1	157764193	157789895	115350
3	58318607	58411748	54899
19	18263928	18281350	5296
7	34697851	34917944	387129
7	105245514	105517050	222255
16	25227052	25240261	343
16	67464555	67471456	3291
1	21046225	21059330	400745
1	120837756	120855681	653820
3	194361517	194393206	55341
16	25247322	25269252	342357
11	102267063	102341115	114908
19	6426048	6433790	284427
1	120926979	120935937	100132417
1	120926979	120935937	2210
1	120926979	120935937	2209
11	102391239	102401484	4316
16	25703347	26149009	9951
16	67471917	67515140	9114
12	6775643	6798738	171017
1	143767144	143767881	644591
14	25278862	25519503	29091
1	143896452	143913143	728833
12	26490342	26986131	3709
17	78234665	78372586	57674
19	18263968	18288927	5296
1	157800704	157868046	922
7	73183328	73184600	1365
19	18283972	18288927	10437
7	73213872	73247014	1364
19	6436090	6465214	79085
1	21069154	21113816	50809
19	18303992	18307758	84769
HSCHR6_MHC_COX	30016578	30022582	30834
14	26912299	27066960	4857
19	18307594	18314884	5864
7	98625061	98741723	57154
16	67516474	67517716	181
14	58711549	58738730	5684
11	102447566	102496063	9313
16	27214807	27233089	79831
11	102562218	102576537	64066
14	75519924	75536186	97
3	111451344	111695364	90102
11	102582526	102597781	4317
1	144146808	144224481	25832
17	3375668	3406713	443
16	27236312	27280115	197370
14	75530873	75545126	79696
10	102047903	102090243	9033
3	49158547	49170551	3913
7	98771197	98805129	402569
19	6463788	6467232	92359
12	49329506	49351334	377
3	39149152	39180394	199223
7	73248920	73256865	155368
12	49359123	49365546	7480
1	144363462	144364246	653598
1	144363462	144364246	653505
7	73275489	73280223	135886
16	67552321	67580691	79567
12	106751436	106903976	55703
19	6467218	6482568	79958
